Region, p-Value Sample, p-Value Modified, p-Value Sample (Orig.), p-Value Modified (Orig.), Rep.Score, Imputation Delta, Mean (Sample))
Eastern Mediterranean+Europe, 0.39687129069069405, 0.794914263370637, 0.2759377870806943, 0.6568258503604221, 0.2759377870806943, 12.714756418405159, 511.73074637681157
Americas+Western Pacific, 0.00047433951258746276, 0.16759563119165277, 0.14406164227034546, 0.12179946851850343, 0.14406164227034546, 45.487942021138565, 549.8419592592593
South-East Asia, 0.23549881219368174, 0.8333418077336988, 0.5671232704579614, 0.181347047120075, 0.5671232704579614, 21.444056321765743, 537.5879727272727
Europe+South-East Asia, 0.12440789043387257, 0.7223698549144578, 0.04425394135372385, 0.24096932272471738, 0.04425394135372385, 74.05062104966402, 483.03731694915245
Africa, 0.00011085213157291385, 0.021337363210217952, 0.001160246806042764, 0.021751508683727216, 0.001160246806042764, 79.57213199249952, 633.1458260869564
Europe+Western Pacific, 0.0864890938207179, 0.6451021345462173, 0.04064700055428272, 0.8373600876036369, 0.04064700055428272, 61.54927557128974, 530.0973086956523
Americas, 4.465898355010545e-06, 0.03989524127642885, 0.0008697492977630672, 0.9894469481539818, 0.0008697492977630672, 81.34045001399511, 475.77228787878784
Eastern Mediterranean, 0.0022642051448215073, 0.17418175542080394, 0.2822342264481512, 0.6139756182290126, 0.2822342264481512, 46.35266270435352, 605.8898809523811
Africa+South-East Asia, 0.00023019154311709755, 0.029341839709780326, 0.003707098153368782, 0.056158559404112296, 0.003707098153368782, 37.51092880182023, 614.7048368421052
Americas+Eastern Mediterranean, 0.2544391538168208, 0.6870028650460214, 0.14406164227034546, 0.6306188477603003, 0.14406164227034546, 9.745948834676824, 526.3735740740741
Western Pacific, 0.6407380044493085, 0.6585764586187637, 0.02783625980465776, 0.03212033136007386, 0.02783625980465776, 115.31044388471958, 666.2371571428571
Eastern Mediterranean+South-East Asia, 0.0018328381996165488, 0.2044609663667003, 0.47006189715360425, 0.6225893275131559, 0.47006189715360425, 36.85080203821326, 582.4111
Americas+Europe, 3.9042715208159606e-05, 0.5733291163826562, 0.0027257813661674124, 0.6481952037533565, 0.0027257813661674124, 82.9690916586589, 472.66937654321003
Europe, 0.014358534656024768, 0.8763557853155166, 0.006488263337990241, 0.6889604715846972, 0.006488263337990241, 84.2482810169152, 470.53612499999986
Africa+Europe, 0.7100994338459474, 0.9175808016313561, 0.870173458330353, 0.8864173638764944, 0.870173458330353, 15.648144831962895, 550.111085106383
Americas+South-East Asia, 0.001222681148881799, 0.48673227427627375, 0.00845125898823329, 0.2439350214110173, 0.00845125898823329, 49.98733777191728, 491.22620909090915
Africa+Americas, 0.743821409835971, 0.8583689110456595, 0.44477479959391464, 0.6153024601539258, 0.44477479959391464, 40.35220785001752, 567.4075126582277
South-East Asia+Western Pacific, 0.9722487441863368, 0.8046350313695747, 0.31138591723855547, 0.22084785348988378, 0.31138591723855547, 1.794775873854178, 622.014
Africa+Eastern Mediterranean, 3.0829728300263426e-06, 0.004895081472982898, 0.002241842663661897, 0.07979127621666082, 0.002241842663661897, 59.284182650784714, 624.6029179104478
Eastern Mediterranean+Western Pacific, 0.1033097896171693, 0.9249657385221108, 0.028808029953938274, 0.13825131065661678, 0.028808029953938274, 58.18882995589831, 636.0635190476189
Africa+Western Pacific, 0.010069822268765849, 0.18771410573149505, 0.0026381248784814737, 0.04421815508806792, 0.0026381248784814737, 87.7266386705204, 643.5177358208955

Proxy-Score (PCC): (0.6705090343986768, 7.386315026486783e-25)
Proxy-Score Sample: 0.6666666666666666
Proxy-Score Modified Sample: 0.7619047619047619
Proxy-Score Total: 0.7142857142857143

Modified is Improvement (Proxy): 0.9523809523809523
Modified is Improvement (Original): 0.8571428571428571

Representativeness of Initial Sample: 0.17522105895248746

Avg. Mean (Sample): 561.6656403887143
