IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,DEU,Germany,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,14.73,,,10.07,,19.18,15 [10-19],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,14.8,,,10.57,,19.3,15 [11-19],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,15,,,10.96,,18.97,15 [11-19],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,BEL,Belgium,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,15.35,,,11,,19.96,15 [11-20],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,15.12,,,11.83,,18.71,15 [12-19],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,16.18,,,10.28,,22.41,16 [10-22],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,15.76,,,11.35,,20.16,16 [11-20],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,159.6,,,119.5,,200,160 [119-200],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,17.33,,,11.33,,23.41,17 [11-23],,,EN,2024-10-02T22:00:00.000Z
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,17.49,,,11.97,,22.84,17 [12-23],,,EN,2024-10-02T22:00:00.000Z
