Region, p-Value Sample, p-Value Modified, p-Value Sample (Orig.), p-Value Modified (Orig.), Rep.Score, Imputation Delta, Mean (Sample))
Americas+Western Pacific, 0.04368649486306431, 0.1931275574862411, 0.9999959406893422, 0.9794321111295116, 0.9999959406893422, 0.6299073076852864, 89.1639344262295
Eastern Mediterranean+South-East Asia, 0.022518243788878567, 0.7334646849473854, 0.8869285533079175, 0.9202300909809188, 0.8869285533079175, 0.7196582365751851, 88.8125
Africa+Western Pacific, 4.364631735631619e-05, 0.6073985534648852, 0.16323970869207216, 0.889196665887619, 0.16323970869207216, 3.144675957176574, 84.37837837837837
Africa+Eastern Mediterranean, 5.775596223500656e-09, 0.3410332716044826, 0.015825036479820365, 0.9700649606020311, 0.015825036479820365, 3.9982178551886136, 82.91176470588235
Africa, 1.5131017550018555e-09, 0.11673215145416249, 0.0071653172709346125, 0.5055251094779558, 0.0071653172709346125, 6.824678060577924, 81.36170212765957
Americas, 0.0025972084185414968, 0.34734007908580045, 0.8584092883011717, 0.9969366943047461, 0.8584092883011717, 0.5068671978185932, 88.79411764705883
Europe+South-East Asia, 0.001011813343943846, 0.1737194915036644, 0.008480648963517967, 0.10224874143727236, 0.008480648963517967, 5.612902685658497, 94.09375
Eastern Mediterranean, 0.12342800371302143, 0.7278569652959694, 0.6229648820965625, 0.6311007699951167, 0.6229648820965625, 2.518325160374985, 86.38095238095238
Americas+South-East Asia, 0.12294747383340177, 0.5884720055461836, 0.8910707001947435, 0.7181047234196938, 0.8910707001947435, 2.5547630000994417, 89.93333333333334
Americas+Europe, 2.9457409478350627e-07, 0.003921594912898563, 0.18293121170091275, 0.6653727804896837, 0.18293121170091275, 2.7974386849741393, 92.10344827586206
Eastern Mediterranean+Western Pacific, 0.7852384067591951, 0.9612256952714457, 0.5299334272342631, 0.5914292314385491, 0.5299334272342631, 1.2563911530323821, 88.20833333333333
Europe+Western Pacific, 0.00030802917777073, 0.1578723741009418, 0.030321240697427365, 0.6749884906211833, 0.030321240697427365, 5.293199292479585, 92.675
Africa+South-East Asia, 2.953496780477849e-09, 0.05780647705367459, 0.043327010916022646, 0.9997381234343599, 0.043327010916022646, 1.2038371524222384, 83.65517241379311
Africa+Europe, 0.5661255959060794, 0.8158589187448582, 0.9963842406956117, 0.7342092647419173, 0.9963842406956117, 0.5452791606291498, 88.18
Europe, 1.233302832748251e-06, 0.004766151854376233, 0.006622041285541003, 0.45904842571477167, 0.006622041285541003, 5.763009071431014, 94.22641509433963
South-East Asia+Western Pacific, 0.4076342180851984, 0.8743461819996499, 0.15683982840902133, 0.060663360868088545, 0.15683982840902133, 4.5532687907406455, 90.73684210526316
Africa+Americas, 0.02597515823897567, 0.09159907217726826, 0.038591053635561146, 0.0950731977018534, 0.038591053635561146, 1.4021566394606282, 84.48148148148148
South-East Asia, 0.04380482167475663, 0.906740681998414, 0.5105851690817729, 0.06120830568547797, 0.5105851690817729, 4.888150759538576, 93.45454545454545
Western Pacific, 0.889116644172879, 0.9102273544590155, 0.4056023399825254, 0.28186907745615286, 0.4056023399825254, 1.3461628246336375, 89.62962962962963
Americas+Eastern Mediterranean, 0.2067324404567219, 0.4064006107996053, 0.824579854556114, 0.9621853318141154, 0.824579854556114, 1.0689689386304053, 87.87272727272727
Eastern Mediterranean+Europe, 0.002569835304871093, 0.3656486995134173, 0.11813207974966966, 0.8812988966931761, 0.11813207974966966, 1.6134658305092273, 92.0

Proxy-Score (PCC): (0.5689379874573496, 6.027069092704042e-18)
Proxy-Score Sample: 0.6666666666666666
Proxy-Score Modified Sample: 0.9047619047619048
Proxy-Score Total: 0.7857142857142857

Modified is Improvement (Proxy): 1.0
Modified is Improvement (Original): 0.7142857142857143

Representativeness of Initial Sample: 0.3951395035209774

Avg. Mean (Sample): 88.71685847906998
