Query,Region,Mean (Baseline),Mean (MissForest),Mean (ProxyRep),Mean (Hybrid)
BaSP-ANC-2014, Africa,0.1957444042872442,0.8087555380061857,0.7737057309254084,0.9548618678655825
BaSP-ANC-2014, Africa+Eastern Mediterranean,0.3955533984961213,0.5201294929370471,0.3192038136467289,0.3887972133274615
BaSP-ANC-2014, Africa+South-East Asia,0.1592553257782406,0.756746152068292,0.4804966557121341,0.9563156340823855
BaSP-ANC-2014, Africa+Western Pacific,0.2517351583980197,0.3895250896550157,0.8742994232622279,0.3581493767887911
BaSP-ANC-2014, Americas+Europe,0.949628125325589,0.9569608971839585,0.9528579635698575,0.9836582701522518
BaSP-ANC-2014, Europe,0.9783816259470918,0.996908841964224,0.936054164182352,0.9980139351253866
DTP3-UHCID-2019, Africa,0.3773229077353611,0.7346229522447184,0.5069686604041836,0.9416425180700113
DTP3-UHCID-2019, Africa+Americas,0.186333749019056,0.5583983408382295,0.07439450070106193,0.698221576056504
DTP3-UHCID-2019, Africa+Eastern Mediterranean,0.3763565109445339,0.5635334642303381,0.21927255774923657,0.867803439285168
DTP3-UHCID-2019, Africa+South-East Asia,0.3023944758478425,0.49503989965581213,0.2596862468316507,0.8582015793473092
DTP3-UHCID-2019, Africa+Western Pacific,0.4673320399865671,0.4570158703024836,0.18416121851565254,0.6712593306232487
DTP3-UHCID-2019, Americas,0.2667972849317198,0.9164680249666576,0.3420978320064554,0.9764123206247873
DTP3-UHCID-2019, Americas+Europe,0.5597991249953956,0.8245080828630778,0.2927034721277845,0.9045702133645526
DTP3-UHCID-2019, Americas+Western Pacific,0.0019076516616004,0.7877006170474392,0.17130500072811375,0.820394771812788
DTP3-UHCID-2019, Eastern Mediterranean+Europe,0.4222521874989038,0.7427597541427037,0.23376213817384217,0.7205452777209432
DTP3-UHCID-2019, Eastern Mediterranean+South-East Asia,0.0028329947192773,0.8251668173431688,0.21223154365971736,0.92643939606891
DTP3-UHCID-2019, Europe,0.8165967827707694,0.964637680740646,0.757138709871747,0.9880504777754485
DTP3-UHCID-2019, Europe+South-East Asia,0.8149696602143811,0.9526681080810352,0.7603394408741335,0.96426500454399
DTP3-UHCID-2019, Europe+Western Pacific,0.3932224515140709,0.8670278362858161,0.07434334041012021,0.8833622163799497
DTP3-UHCID-2019, South-East Asia,0.7916679204341501,0.9929049925504245,0.7676406144378924,0.9988946755088175
IPV-AUD-2004, Africa,0.0378282183402845,0.7698757945350184,0.4304294669614069,0.979311363313952
IPV-AUD-2004, Africa+Eastern Mediterranean,0.1965868966302563,0.2003910435536093,0.20385039476580932,0.5566891666392789
IPV-AUD-2004, Africa+South-East Asia,0.027435619673232096,0.48665841268536825,0.36764488068658635,0.48737546539901
IPV-AUD-2004, Africa+Western Pacific,0.1823524236565045,0.2136490834385755,0.20892954847382858,0.17435961927029567
IPV-AUD-2004, Americas,0.386600266539193,0.7450858037592301,0.7362977384228864,0.8169668402802064
IPV-AUD-2004, Americas+Europe,0.091751054312962,0.42947911862749344,0.033005474606913096,0.5554728339004679
IPV-AUD-2004, Americas+South-East Asia,0.1441189851769192,0.6504799854115874,0.2199255045136,0.750107368714405
IPV-AUD-2004, Eastern Mediterranean,0.7779149522001545,0.976952086108916,0.6708174543132933,0.9784160806577973
IPV-AUD-2004, Eastern Mediterranean+Western Pacific,0.758723681654629,0.94314892989113,0.655536246549717,0.9482152443471638
IPV-AUD-2004, Europe,0.8799970087032815,0.9687550479964088,0.9269359132835433,0.9940735389083806
IPV-AUD-2004, Europe+South-East Asia,0.8408816920675738,0.9244738569617024,0.8658444549694421,0.9189076215080231
IPV-AUD-2004, South-East Asia+Western Pacific,0.7392121373220245,0.9416435072410948,0.741362669271419,0.9500928265645905
IPV-AUD-2004, Western Pacific,0.7333655045777803,0.9669037645029837,0.6403653629330254,0.9757731540533516
LEaB-IMR-2019, Africa,0.5163002564530842,0.8933511430885115,0.4565259317870957,0.966348923741501
LEaB-IMR-2019, Africa+Americas,0.0372900704456091,0.42463716993159933,0.18040675159985178,0.6604568660888454
LEaB-IMR-2019, Africa+Eastern Mediterranean,0.061591795124105994,0.4296502508920483,0.1441664332009191,0.5078873907510328
LEaB-IMR-2019, Africa+South-East Asia,0.3524102642935169,0.5398888541863703,0.3812191260812069,0.7748245347557459
LEaB-IMR-2019, Africa+Western Pacific,0.062105205469819104,0.4114415379842429,0.05752191295159355,0.5069337593771137
LEaB-IMR-2019, Americas,0.7404030171095154,0.9682251427607926,0.6494502104458817,0.9903335722217618
LEaB-IMR-2019, Americas+Europe,0.6925282407889389,0.8521787026898531,0.6254016358781999,0.9136255094223682
LEaB-IMR-2019, Americas+Western Pacific,0.48397680742575,0.8605972183160537,0.38159915292842034,0.9058877993863643
LEaB-IMR-2019, Eastern Mediterranean+Europe,0.4409738988340421,0.7324837372104985,0.25276767050483034,0.7702943571992199
LEaB-IMR-2019, Europe,0.7342695945993439,0.9372255673720428,0.708172277556733,0.9972764675829955
LEaB-IMR-2019, Europe+South-East Asia,0.6653883013282386,0.8431775200195732,0.6437814921611407,0.8858095476101278
LEaB-IMR-2019, Europe+Western Pacific,0.44527392724535486,0.8005144294842961,0.33419105373985125,0.8616146856592144
MCV2_0-MCV1-2019, Africa,0.5782295265470533,0.7567661320003424,0.3281001926734396,0.9675899740897055
MMR-BaSP-2000, Africa,0.7071790942013896,0.8076272679996706,0.5212208557517175,0.9840027063331824
MMR-BaSP-2000, Africa+Americas,0.5705232694708317,0.4127934762617357,0.39307098785829575,0.2773563866993774
