Region, p-Value Sample, p-Value Modified, p-Value Sample (Orig.), p-Value Modified (Orig.), Rep.Score, Imputation Delta, Mean (Sample))
Americas+Western Pacific, 0.1361950424591991, 0.03515427074312705, 0.31318574490862305, 0.11986234879200164, 0.31318574490862305, 19271.132889834844, 341519.98148148146
Europe+South-East Asia, 0.4485612641792044, 0.4694596634686252, 0.1620255910104783, 0.508371670125213, 0.1620255910104783, 52940.72803871491, 290740.0655737705
Africa+Western Pacific, 0.8381404751525128, 0.1393085621042699, 0.5706065107838671, 0.09357939789130898, 0.5706065107838671, 74033.35241588083, 232159.3088235294
Eastern Mediterranean, 0.3577094722199107, 0.6934752082784021, 0.9267729239430792, 0.1667493510045509, 0.9267729239430792, 101488.80704077303, 125258.42857142857
Americas+Europe, 0.9874292953525442, 0.13333052772177778, 0.7659312111342714, 0.5281525961110936, 0.7659312111342714, 64725.737325896334, 167822.43373493975
Americas+South-East Asia, 0.6411423685620836, 0.1588518795986077, 0.6930762959769458, 0.3232015647982106, 0.6930762959769458, 237865.03573360672, 344827.5909090909
Eastern Mediterranean+South-East Asia, 0.02503355749244729, 0.7083161511505855, 0.3050923746131483, 0.2591808531447948, 0.3050923746131483, 24925.13601234788, 378736.71875
Africa+South-East Asia, 0.9761732492165704, 0.5162360877268988, 0.9279353386673366, 0.2452174595612272, 0.9279353386673366, 217180.08223144046, 215813.24137931035
Eastern Mediterranean+Europe, 0.31285878988480564, 0.2935774263441996, 0.26216449530480657, 0.16978226247499606, 0.26216449530480657, 93945.75893197808, 153189.05633802817
South-East Asia+Western Pacific, 0.25572964150895394, 0.046150758345444354, 0.22738002851254224, 0.040407924617841706, 0.22738002851254224, 569876.9803174208, 695248.78125
Africa+Americas, 0.35354016069978966, 0.06924528766937643, 0.3773291086768039, 0.05825991991551083, 0.3773291086768039, 93105.8673085038, 108891.075
Americas+Eastern Mediterranean, 0.9501669022577557, 0.34047054023564427, 0.8398157093700347, 0.3274220053009014, 0.8398157093700347, 90968.40902335467, 153957.27777777778
Western Pacific, 0.15912295255022912, 0.026434401245883143, 0.3031737656089172, 0.07723405187980659, 0.3031737656089172, 394651.63021197513, 607562.5238095238
Africa, 0.4157769691702996, 0.23711895958831264, 0.2792425746381898, 0.08370797376606054, 0.2792425746381898, 163695.5820302519, 64425.95744680851
Americas, 0.38598602206080534, 0.08831434055289766, 0.682729962339208, 0.36745715068138685, 0.682729962339208, 56854.989308505465, 172220.18181818182
Africa+Eastern Mediterranean, 0.8300171305079768, 0.27795905207340255, 0.6175445485826742, 0.07441236009045149, 0.6175445485826742, 129128.93396005021, 83212.45588235294
South-East Asia, 0.02527472539171194, 0.5167124472365772, 0.020212181627964565, 0.4143682715130721, 0.020212181627964565, 686162.6233188664, 862649.8181818182
Europe, 0.42687692565863977, 0.33649133754054994, 0.11491798736817027, 0.2542852114064479, 0.11491798736817027, 72587.6279133007, 164919.92
Africa+Europe, 0.738691479805377, 0.14801256078184755, 0.6906465312562654, 0.23332723884842954, 0.6906465312562654, 115315.02691257253, 116226.96907216495
Eastern Mediterranean+Western Pacific, 0.5305291785645062, 0.1435512661089169, 0.8824675059342935, 0.1560198880926177, 0.8824675059342935, 19125.80272763339, 366410.4761904762
Europe+Western Pacific, 0.995819178296218, 0.3007882898247498, 0.7514008762013478, 0.5654384364927144, 0.7514008762013478, 16498.50669184886, 295842.38028169016

Proxy-Score (PCC): (0.9774648995807104, 3.2652660549666867e-124)
Proxy-Score Sample: 0.9523809523809523
Proxy-Score Modified Sample: 0.9047619047619048
Proxy-Score Total: 0.9285714285714286

Modified is Improvement (Proxy): 0.19047619047619047
Modified is Improvement (Original): 0.14285714285714285

Representativeness of Initial Sample: 0.5101738698313794

Avg. Mean (Sample): 282934.98296535114
